Path,RGB_5,P-5,RGB_4,P-4,RGB_3,P-3,RGB_2,P-2,RGB_1,P-1
E:/Organized Photos/2003/2003-07-30 10-09-05.JPG,"[63.75729090719715, 68.0448130403083, 45.310202062285185]",0.041490507,"[139.62203495289768, 149.7507340981778, 158.46386272091175]",0.100989594,"[174.2115259268821, 148.78171081927036, 102.2412442321967]",0.171517773,"[144.0353712904469, 119.50247555791955, 72.89387315630398]",0.249445949,"[148.40157942227046, 168.63383702171782, 180.16869293734283]",0.436556177
E:/Organized Photos/2003/2003-07-30 10-11-29.JPG,"[125.06173558532322, 98.77984857309261, 51.840419336051255]",0.104454411,"[82.43471754582866, 65.25626636737749, 22.995510662177328]",0.166170992,"[87.32422324510932, 117.55466052934408, 150.54976985040278]",0.215885727,"[119.12898252826307, 143.54984583761563, 160.91855087358684]",0.234960305,"[60.74837872892348, 88.73411154345006, 128.95590142671855]",0.278528566
E:/Organized Photos/2003/2003-07-30 10-40-25.JPG,"[227.0, 215.73615635179155, 202.7068403908795]",0.053311802,"[177.87109768378647, 153.85297079556892, 111.77744209466262]",0.155195883,"[42.62968750000001, 36.919270833333336, 30.209375000000005]",0.155359903,"[96.0381033022862, 85.22099915325995, 30.325430426192494]",0.304541045,"[129.79408284023674, 114.8390532544379, 61.013727810650906]",0.331591367
E:/Organized Photos/2003/2003-07-30 10-40-59.JPG,"[34.19142422175564, 51.75516483639614, 47.222673040051184]",0.150128581,"[154.6164617876122, 145.93045188002847, 123.27519622304087]",0.155215514,"[97.94581342535245, 104.50446086238448, 69.49148275484318]",0.193418396,"[194.91040622489209, 230.04720151080957, 254.14967252229283]",0.245130038,"[130.527673093355, 127.35563634598446, 95.82078166414306]",0.256107471
E:/Organized Photos/2003/2003-07-30 15-44-02.JPG,"[231.62047569803522, 241.08790072388837, 246.3557394002069]",0.058703785,"[144.18481973434533, 161.75635673624288, 163.8246679316888]",0.15793824,"[87.1107044830741, 78.29551692589203, 69.01036901494356]",0.189789559,"[25.534587251828633, 25.062904911180773, 26.55026123301985]",0.272748618,"[116.77081156391502, 122.1241727621038, 115.05050505050504]",0.320819798
E:/Organized Photos/2003/2003-07-30 15-46-41.JPG,"[23.291401273885352, 27.903662420382165, 18.449044585987266]",0.065295566,"[106.06198971877835, 140.4919866948896, 176.0459631085576]",0.185134243,"[108.98617305976808, 112.55017841213201, 57.94803746654773]",0.244028136,"[132.47400085947575, 159.11559948431454, 180.26579286635155]",0.246151092,"[81.50116254491648, 89.79306700486154, 32.378144155569636]",0.259390963
E:/Organized Photos/2003/2003-07-30 15-47-04.JPG,"[34.3023872679045, 42.25729442970822, 28.79310344827586]",0.028788156,"[88.38327974276525, 98.81800643086817, 38.969774919614146]",0.133514814,"[136.43406875320676, 141.97075423293995, 85.17855310415597]",0.157850677,"[113.76695039624302, 123.39712356912239, 59.794540651599654]",0.273259016,"[140.25140000000005, 170.34960000000004, 202.39960000000008]",0.406587338
E:/Organized Photos/2003/2003-07-30 15-47-28.JPG,"[130.7779377406712, 151.1451372664282, 156.99330978723853]",0.058781016,"[50.68895587741125, 55.75170770822727, 41.359974579852185]",0.088890886,"[179.91777987912235, 190.58077419548525, 192.29131143932148]",0.117124733,"[114.58450470630463, 126.33412129466315, 51.94371556124433]",0.309077285,"[143.8226870116682, 152.4450829682744, 79.77889079890029]",0.426126079
E:/Organized Photos/2003/2003-07-30 15-49-59.jpg,"[55.86397449521785, 74.77364505844847, 88.9096705632306]",0.075907765,"[102.81641241451867, 106.27301420305102, 45.451867438190426]",0.152116447,"[41.123155216284985, 46.21424936386769, 35.738422391857505]",0.161267451,"[13.13667768098528, 14.968158606188045, 15.452988885551218]",0.277946361,"[117.526493256262, 144.97230250481695, 169.19605009633906]",0.332761977
E:/Organized Photos/2003/2003-07-30 15-55-49.jpg,"[183.4840289962386, 188.0290928212306, 180.03265027982158]",0.073646619,"[31.13558533574278, 39.29420479146898, 38.513950367679996]",0.110393213,"[80.04884563803022, 92.72417787038778, 67.53535129623283]",0.143334811,"[144.4720934533189, 160.2590745632333, 111.94080073571074]",0.312980177,"[116.2427538056339, 138.77420926225537, 82.55782286861486]",0.35964518
E:/Organized Photos/2003/2003-07-30 15-56-47.jpg,"[211.4244495450116, 216.3711204094898, 217.89121912577198]",0.104957577,"[47.615208811226566, 52.704543921198294, 29.564439684253156]",0.125678292,"[170.5767121785381, 161.16141635137333, 105.17932636946865]",0.159733415,"[105.29956103558315, 109.93033381712617, 48.723106216961]",0.236150286,"[141.23670169673636, 142.4685539507606, 67.73482701475025]",0.373480429
E:/Organized Photos/2003/2003-07-30 19-20-57.jpg,"[36.818641256124316, 38.36176266347743, 58.06253295268975]",0.121852115,"[234.80724991780133, 216.0340302264148, 194.7281748506256]",0.136800631,"[64.58614599475396, 77.9022890190787, 109.4788795401923]",0.218317608,"[93.34907460875183, 108.75151132556233, 139.94188288491085]",0.237141378,"[147.52444638409435, 157.13927274012764, 182.14942870971623]",0.285888268
E:/Organized Photos/2003/2003-07-30 19-21-10.jpg,"[237.2242268041237, 214.37757731958763, 212.52963917525773]",0.069276723,"[240.64892412231032, 201.52208380520952, 116.5096262740657]",0.07110806,"[44.8399085191538, 44.74842767295598, 53.3956546598056]",0.144444978,"[140.55692017005202, 142.13556920170055, 151.79215871516297]",0.337363825,"[78.19500645716744, 87.0258286698235, 104.06112785191563]",0.377806414
E:/Organized Photos/2003/2003-07-30 19-22-12.jpg,"[234.0415730337079, 207.2921348314607, 175.1932584269663]",0.074150559,"[113.05486399262331, 115.88842784693406, 126.65283540802213]",0.168945119,"[47.08571428571429, 54.001763668430335, 69.34991181657848]",0.236045417,"[75.97634478289048, 84.52171095268956, 100.90959170447181]",0.249183001,"[150.8951027811366, 149.91989117291413, 159.6856106408706]",0.271675903
E:/Organized Photos/2003/2003-07-30 19-23-31.jpg,"[198.25777202072538, 186.59844559585494, 177.89896373056996]",0.053085274,"[41.09832904884318, 42.964652956298195, 42.24164524421594]",0.110432475,"[68.73061037173015, 75.9430931620009, 65.96374483708121]",0.148061934,"[106.91261010662959, 116.26541492814093, 76.53847936949468]",0.304117952,"[135.11622846781506, 133.4482320942883, 133.8819582955576]",0.384302366
E:/Organized Photos/2003/2003-07-30 19-24-19.jpg,"[182.02691720638552, 184.62891382368676, 183.57050039189795]",0.030566025,"[168.42921358436135, 136.04087019187438, 127.00394559048725]",0.062274764,"[45.90941304838186, 49.746234833105106, 41.76707898588367]",0.223993462,"[88.47967337698418, 94.17800365252222, 68.44299456329634]",0.279214865,"[117.16925474416294, 119.83487668229911, 120.87478812265802]",0.403950884
E:/Organized Photos/2003/2003-07-30 19-24-48.jpg,"[189.3821282347638, 189.04489979822546, 184.5308930985176]",0.061973587,"[36.73073219920956, 36.77833866377509, 39.30665075127331]",0.202324016,"[139.55298110226494, 129.25121385636822, 118.12212725137786]",0.226216122,"[62.96647029575371, 66.91273946534706, 63.70712532247616]",0.23278543,"[95.45655499648741, 98.68684054443868, 79.71851629748483]",0.276700845
E:/Organized Photos/2003/2003-07-30 19-25-39.jpg,"[181.32774674115453, 178.25512104283055, 173.1694599627561]",0.046904704,"[122.53695408734603, 120.80515117581189, 119.45296752519599]",0.143169241,"[104.46630236794171, 98.00956284153007, 78.27322404371586]",0.185257451,"[67.00331379046648, 76.36171297476422, 56.69028804486363]",0.310976296,"[34.8244929797192, 37.08242329693188, 37.002340093603756]",0.313692306
E:/Organized Photos/2003/2003-07-30 19-25-55.jpg,"[171.26550079491258, 169.52464228934818, 170.28775834658185]",0.035788048,"[138.8986556359876, 121.55256807997243, 111.95760082730094]",0.143078579,"[92.59890502261366, 95.00238038562249, 79.51344917876699]",0.204783277,"[73.1493387215283, 86.94415870683322, 50.803085966201316]",0.298584162,"[40.03407100780131, 41.74653717560898, 41.19519184843178]",0.317765934
E:/Organized Photos/2003/2003-07-30 19-26-33.jpg,"[186.01087038290825, 183.16049800646954, 177.55848943052723]",0.085213231,"[37.860393491783704, 38.82487386784999, 39.43557635807347]",0.158264213,"[131.29682957641447, 124.54464924430366, 107.06873563568276]",0.208364587,"[66.14174423775856, 70.23283595822662, 65.98843717891704]",0.212272129,"[94.053604039102, 101.80198048809068, 73.90021386927606]",0.33588584
E:/Organized Photos/2003/2003-07-30 19-26-43.jpg,"[150.108239095315, 146.78406031233177, 143.52019386106625]",0.147438659,"[120.44991878722251, 112.97076340010827, 97.2788305360043]",0.149101327,"[38.1554683668465, 38.089259440902396, 36.80382540461011]",0.169254044,"[95.59232, 116.29440000000001, 58.04288]",0.257720029,"[72.31549707602342, 74.646783625731, 70.80614035087721]",0.27648594
E:/Organized Photos/2003/2003-07-30 19-30-00.jpg,"[165.38449191102117, 155.2864509605659, 155.04058392315446]",0.082247963,"[126.87431335233666, 120.11904662971331, 118.4141077527819]",0.126628831,"[85.28402297940147, 83.5018660280395, 76.7949465817442]",0.225224771,"[49.10135058398115, 52.01150245085803, 44.90967486950729]",0.232609271,"[203.1542680176984, 216.13440621146617, 228.3339199157337]",0.333289164
E:/Organized Photos/2003/2003-07-30 19-33-22.jpg,"[183.85062663200284, 151.6849887075398, 143.45929309766177]",0.078818015,"[128.42912202495012, 65.95884097695173, 45.807160156047196]",0.182862765,"[236.3815324263729, 233.98771647411755, 234.1985208692251]",0.215556654,"[62.19277386928701, 38.429640254226435, 32.70068930364326]",0.229926581,"[101.61559639888905, 93.26482310743825, 97.87614248631205]",0.292835985
E:/Organized Photos/2003/2003-07-30 19-47-16.jpg,"[217.47279792746116, 219.14507772020727, 211.61528497409327]",0.063848577,"[158.79232350925292, 148.16244002741607, 134.3193968471556]",0.124111194,"[135.15697674418604, 113.15355677154585, 84.02428180574556]",0.231116821,"[49.630701754385974, 40.79093567251462, 41.316374269005856]",0.283697638,"[88.94424993266898, 73.49043899811473, 62.14839752221922]",0.29722577
E:/Organized Photos/2003/2003-07-30 19-47-54.jpg,"[187.24409448818898, 154.99737532808402, 145.74540682414698]",0.064368791,"[146.26736111111106, 116.4710648148148, 98.42476851851849]",0.076362629,"[83.52779809802486, 52.71872713972201, 31.14813460131675]",0.213299641,"[121.49030890369474, 85.2092671108419, 48.332222895215025]",0.271652398,"[39.57782101167316, 31.321011673151748, 34.12364894076958]",0.374316542
E:/Organized Photos/2003/2003-07-30 19-51-30.jpg,"[193.56046514636068, 145.88250397754393, 34.512294816903555]",0.066558388,"[194.4904606998422, 198.56497549235087, 187.06812686829653]",0.1537724,"[108.72655706755718, 80.89796510266358, 46.35204840807451]",0.237223775,"[135.32874265179376, 134.19468772020676, 118.55824956497963]",0.266273846,"[33.2901318120012, 29.08577138870541, 25.21493972474332]",0.276171591
E:/Organized Photos/2003/2003-07-30 20-09-27.jpg,"[171.17282917048794, 137.27184160569905, 97.1476761299404]",0.10513632,"[74.04254118622455, 124.7548517602985, 4.677972087024612]",0.143176732,"[43.27437585665174, 30.070897927762715, 20.363364397073482]",0.175335943,"[101.97922766333538, 35.533090025747114, 12.792814083124293]",0.282173676,"[139.32801194717885, 85.0525449825739, 31.61804416824614]",0.294177329
E:/Organized Photos/2003/2003-07-30 20-13-44.jpg,"[205.01264488935718, 166.49525816649103, 131.00105374077978]",0.070005125,"[160.37105038428695, 110.43125533731855, 58.04397950469684]",0.166795558,"[116.84986225895314, 66.02846648301195, 26.681359044995407]",0.172558975,"[48.377683540948844, 34.97985687781606, 28.097800159024644]",0.276972575,"[75.2820638820639, 140.84250614250618, 8.340049140049139]",0.313667768
E:/Organized Photos/2003/2003-07-31 09-49-50.jpg,"[234.5281615882478, 199.92338739000795, 177.70097629263293]",0.051817802,"[248.34439850680297, 83.17486854252785, 31.125910167382457]",0.114153008,"[166.1902310032233, 129.29425936839124, 111.86610176101478]",0.214831352,"[71.02044304728517, 45.54676317085499, 37.07315444934079]",0.281328006,"[108.06781297093342, 88.51743690348599, 81.73903566531368]",0.337869832
E:/Organized Photos/2003/2003-07-31 09-51-30.jpg,"[168.4393928376658, 151.62154153790223, 146.19827304126537]",0.094251616,"[61.12471938994086, 75.65961785622478, 81.89819210007694]",0.100218056,"[144.1727929207728, 62.657314510639615, 44.194057237562575]",0.115364945,"[72.24379341727818, 29.516860016358898, 18.712348651544307]",0.146930328,"[19.18146715686586, 12.820304186870397, 11.681903621059881]",0.543235056
E:/Organized Photos/2003/2003-07-31 09-54-00.jpg,"[212.4777183600713, 24.6969696969697, 2.354723707664884]",0.046063684,"[118.65250696378833, 11.369777158774374, 4.051532033426184]",0.115584499,"[193.20401606425705, 149.67510040160641, 117.71204819277109]",0.201854946,"[108.78086419753087, 82.01474622770917, 69.96124828532237]",0.235402254,"[49.14943705220061, 24.00818833162743, 18.317093142272263]",0.401094618
E:/Organized Photos/2003/2003-07-31 10-56-19.jpg,"[181.99222258592425, 204.35019967266754, 231.32697872340404]",0.059251895,"[140.36748011382645, 140.90345725155217, 159.03203024033365]",0.127103067,"[99.59552745250056, 91.24958264949608, 83.44832405328388]",0.191753662,"[31.30291497355314, 24.597041168420162, 21.033194713786784]",0.290257389,"[76.31354230006552, 44.4148752537001, 32.671056547532174]",0.331633987
E:/Organized Photos/2003/2003-07-31 11-21-07.jpg,"[163.0144508670521, 145.00578034682084, 133.89788053949903]",0.043285166,"[22.164378975560773, 19.11784399062605, 22.217274857716784]",0.136500488,"[60.159766942655615, 50.84636614535415, 44.24287028518858]",0.14520386,"[100.39287144573484, 88.47557068482178, 84.96896275530635]",0.217822966,"[103.57406323185012, 122.5615729898517, 140.0502537080406]",0.457187521
E:/Organized Photos/2003/2003-07-31 11-24-08.jpg,"[194.76823270474495, 184.79094886147553, 174.65012091734087]",0.092882892,"[43.47292262055492, 36.61239735195167, 32.92165888892906]",0.105712584,"[120.56687033572918, 107.83077199482446, 108.62979033711812]",0.220609492,"[96.68373198792384, 78.0450606830168, 60.175033877297224]",0.233003434,"[132.40834640649626, 145.80911389877232, 155.05760032412482]",0.347791598
E:/Organized Photos/2003/2003-07-31 12-05-49.jpg,"[197.3357117374242, 202.4184801997859, 104.48590795576166]",0.181574888,"[72.66862013851888, 85.61552122180784, 35.65547860060381]",0.186573225,"[154.13634158175654, 170.2066957787482, 72.26540514313442]",0.201658122,"[113.41231163834564, 127.26466816287268, 52.17473549214491]",0.202930243,"[32.80048145001416, 41.00070801472669, 12.876239025771733]",0.227263522
E:/Organized Photos/2003/2003-07-31 12-06-17.jpg,"[197.86518949687215, 214.14261441902016, 132.93144238448178]",0.08696372,"[243.43166401857806, 245.88472154322562, 231.5376588853587]",0.091318635,"[129.3869119763965, 145.77556889262974, 80.54578273711846]",0.14279445,"[43.10024968935558, 57.03389671345766, 23.90874181047427]",0.277723966,"[75.6680058146303, 98.7695439711255, 36.59176083931724]",0.401199229
E:/Organized Photos/2003/2003-07-31 12-09-46.jpg,"[29.869958448461386, 82.76416865284497, 132.54844234460376]",0.06174551,"[134.49811455074382, 135.043851080286, 115.24488091828984]",0.096568813,"[81.82673920210996, 91.91763319534499, 43.94005324150393]",0.21118185,"[155.81524629056892, 172.4201447773046, 176.59387927706814]",0.29962743,"[31.275497787304438, 37.95303803843761, 20.365669181267076]",0.330876397
E:/Organized Photos/2003/2003-07-31 13-37-21.jpg,"[116.78334699565586, 125.26285146323453, 123.39092138699921]",0.140999791,"[159.74650426164757, 170.94533666649335, 178.80090981922314]",0.155843438,"[31.705695569326117, 31.24129672555559, 31.670002062496703]",0.185229039,"[69.08125980800531, 69.70901430335573, 65.1399708622331]",0.203911519,"[172.7324319753305, 154.79674344227567, 133.99858075935632]",0.314016213
E:/Organized Photos/2003/2003-07-31 13-38-18.jpg,"[188.7294045198632, 169.31707460118832, 165.46259677041]",0.058872454,"[24.299911191487265, 23.48248534659545, 21.33240864833438]",0.092751676,"[96.67003750132291, 103.64572590766807, 106.2296464593006]",0.234258507,"[54.8274734298218, 73.10119736628468, 75.57419734642802]",0.258762522,"[125.66017932756377, 148.42346947382643, 161.57646220287816]",0.35535484
E:/Organized Photos/2003/2003-07-31 13-38-43.jpg,"[214.2977488721632, 216.7369062995977, 208.23499153412337]",0.103418634,"[156.87525923441729, 165.54296818167225, 166.84155197881202]",0.158752397,"[39.441470675796474, 37.500394462637765, 36.977855512553354]",0.162195518,"[89.62309677866719, 86.8151917325105, 79.97365509894675]",0.24872633,"[138.71790009338847, 125.67042682345765, 107.33148382854664]",0.326907122
E:/Organized Photos/2003/2003-07-31 13-58-53.jpg,"[224.7643742953777, 220.54791431792557, 214.50845546786923]",0.078871741,"[157.57426221577163, 145.09724238026124, 129.24576681180454]",0.155501192,"[144.46516956920257, 162.12923923006414, 184.0820348304308]",0.196205697,"[86.88452722063036, 98.79226361031517, 104.8859598853868]",0.282401754,"[32.63735663571818, 32.38776624795193, 34.04806116876024]",0.287019616
