Path,RGB_5,P-5,RGB_4,P-4,RGB_3,P-3,RGB_2,P-2,RGB_1,P-1
E:/Organized Photos/2003/2003-08-31 17-45-36.jpg,"[243.14372617406136, 240.48065536539875, 240.65471652202132]",0.100344364,"[178.33223121207402, 174.0224054768944, 173.82351797105952]",0.21059293,"[53.196687602811416, 35.52228203977869, 36.60494242560193]",0.212971085,"[120.16264561935624, 79.40163369407878, 73.96487902391954]",0.229277218,"[140.4246138515198, 131.98435475834577, 130.60471682444776]",0.246814403
E:/Organized Photos/2003/2003-08-31 17-47-06.jpg,"[212.2132878060976, 202.80056570455244, 197.03265302933218]",0.085418578,"[210.78887880585896, 129.99235047060586, 81.21027770991111]",0.116609428,"[160.89627024187462, 148.38511751136312, 132.56978736039108]",0.144944786,"[51.971468256672836, 48.63058208046693, 42.374179477356776]",0.283809481,"[123.11603418271567, 103.09453973813049, 69.21676790992687]",0.369217727
E:/Organized Photos/2003/2003-08-31 17-56-20.jpg,"[233.36089198308227, 170.63256189706826, 59.45327424796848]",0.076417388,"[230.96285374591264, 216.21303756081522, 202.54237911236942]",0.118216303,"[193.94952908345664, 154.1662978547136, 135.70451077003557]",0.16657807,"[126.79889952662289, 76.19690275078942, 61.88060336842603]",0.23015001,"[32.85407125103563, 30.440364540182294, 18.022594863297446]",0.408638229
E:/Organized Photos/2003/2003-08-31 17-56-50.jpg,"[62.24000801792595, 158.57021054214064, 161.57893719530142]",0.073483374,"[135.6166224115674, 104.17063162906207, 78.3355649028434]",0.211232477,"[196.1429363484259, 164.64270615724305, 136.716560399196]",0.217118844,"[172.13435940288724, 223.8689853900898, 212.13584900519132]",0.231687403,"[53.35836901105442, 39.77235830871069, 34.3676961172395]",0.266477902
E:/Organized Photos/2003/2003-08-31 17-57-25.jpg,"[199.82444252802728, 78.24282370333866, 119.1546291733398]",0.123900939,"[211.31022982144435, 200.58291340188188, 204.42876700358286]",0.128902376,"[57.108879766974546, 38.95642309873773, 39.57903540563139]",0.194604503,"[121.32469259894654, 106.03584519230044, 92.52736946319118]",0.24550767,"[176.48489276368852, 158.77383776381126, 111.43636130199806]",0.307084511
E:/Organized Photos/2003/2003-08-31 17-59-37.jpg,"[108.91194653718158, 39.994639534786856, 24.49390116720479]",0.096805156,"[222.90023534930378, 105.88964867444123, 23.160805848955867]",0.100179827,"[197.27287179863615, 211.56310964698955, 236.31632821604566]",0.175507195,"[123.8348878158095, 137.1000413520798, 60.22652935997662]",0.304508757,"[200.812274154599, 162.17346185904012, 128.34369798473506]",0.322999064
E:/Organized Photos/2003/2003-08-31 18-00-52.jpg,"[119.73711638679791, 78.07990735379273, 54.89287782281414]",0.129141043,"[69.14014752370916, 113.37355110642783, 190.0094836670179]",0.142008189,"[175.9561605906783, 127.2976465159206, 95.76972773419473]",0.165816089,"[204.65077851922467, 205.26024785510012, 205.71750873848111]",0.240991319,"[50.83352389663847, 35.06197118682827, 20.96112508575349]",0.322043359
E:/Organized Photos/2003/2003-08-31 18-02-05.jpg,"[152.2406189083822, 82.3410087719299, 73.87883771929835]",0.148682884,"[69.10644836835041, 62.45580017881091, 48.99899418864551]",0.157142938,"[231.56463401330862, 172.74800916330335, 48.1070688338606]",0.163232845,"[206.11097154451915, 188.3085173196773, 172.72394801681241]",0.180684533,"[27.180786359587746, 28.290444076854552, 10.389031683420292]",0.3502568
E:/Organized Photos/2003/2003-08-31 19-55-03.jpg,"[187.1979613420625, 117.40153515744123, 91.04390057162898]",0.133252899,"[47.64401889891435, 20.796175422879212, 16.93866385102705]",0.16369959,"[137.96992927094686, 101.37576713819385, 86.54804134929273]",0.164402163,"[115.91478548393677, 58.91880638445528, 45.508905852417435]",0.25816921,"[188.57244090268622, 150.57780923049776, 144.74323127311015]",0.280476137
E:/Organized Photos/2003/2003-08-31 19-55-17.jpg,"[177.3787563628846, 29.56970104131676, 15.132664530632274]",0.074260078,"[208.8091207290721, 164.64005451301844, 150.300729281652]",0.180670326,"[45.08374651718907, 18.719249797064563, 15.046897281762144]",0.183687771,"[161.79493217175832, 110.94918488279764, 93.03630682919614]",0.262390843,"[112.24115638871176, 61.22214567864361, 46.811560832914765]",0.298990982
E:/Organized Photos/2003/2003-08-31 19-55-57.jpg,"[105.27079482439926, 59.788354898336415, 49.17560073937153]",0.07364946,"[129.70948012232418, 97.03975535168199, 85.07907383136741]",0.161407707,"[33.78618565772107, 21.89397272327321, 20.131104267487906]",0.161948326,"[160.2843569731931, 147.7451645741432, 143.8802171700034]",0.203388206,"[138.23533507397738, 123.58433420365537, 115.88320278503048]",0.399606301
E:/Organized Photos/2003/2003-08-31 19-56-40.jpg,"[131.8472457020284, 85.05894298875614, 66.57023734405536]",0.15358255,"[60.71713075657247, 44.965816972647396, 40.28597644667885]",0.175012295,"[172.3180790134575, 126.02011717498925, 109.65180763854815]",0.202950648,"[180.4393403600806, 163.7439323214704, 154.4389131543641]",0.233267416,"[201.78190777110498, 191.850184134824, 187.62367329323357]",0.235187091
E:/Organized Photos/2003/2003-08-31 19-56-48.jpg,"[50.58738170347004, 27.297160883280753, 21.559621451104096]",0.090017585,"[101.6348474095103, 59.89779985805536, 42.919801277501776]",0.144370847,"[184.06229508196722, 172.46010928961752, 166.67249544626597]",0.147043979,"[145.9886034382847, 100.32644388642068, 83.51535638400618]",0.259006098,"[161.18426588136302, 144.14415930444537, 134.7576777450568]",0.359561492
E:/Organized Photos/2003/2003-09-07 14-27-29.jpg,"[204.34967622571696, 192.79555966697504, 189.06382978723406]",0.087525262,"[130.59905660377365, 136.03167115902966, 57.33760107816712]",0.125740542,"[147.84824902723733, 111.75097276264592, 107.88645206933144]",0.231910315,"[43.35697187312986, 46.604428485936545, 24.3719329742669]",0.273485544,"[89.68373663477772, 80.38294879009567, 44.10410804727069]",0.281338338
E:/Organized Photos/2003/2003-09-07 14-27-45.jpg,"[134.49573827334507, 144.51568043727116, 161.81740308658559]",0.156166311,"[211.5379727106073, 215.81838711326498, 218.6905401247094]",0.185852571,"[38.05255594535327, 37.169436040998825, 56.14226090097579]",0.195220029,"[102.66934525706944, 96.5265753260582, 99.38954219576803]",0.201807677,"[196.99798357633372, 157.03523666162016, 129.19263864982335]",0.260953411
E:/Organized Photos/2003/2003-09-07 14-34-27.jpg,"[227.79588014981272, 178.58801498127337, 38.709737827715344]",0.042760303,"[178.45936025170423, 202.31987414787625, 196.04299947561614]",0.153182704,"[127.02309197651664, 116.07318982387476, 89.66340508806262]",0.218169861,"[81.66694796061884, 82.04725738396624, 30.67988748241913]",0.282099286,"[23.067701364731068, 24.478993845330482, 12.947819106234947]",0.303787846
E:/Organized Photos/2003/2003-09-07 14-39-49.jpg,"[224.24580712788264, 217.28039832285123, 176.88102725366883]",0.068541605,"[167.68102288021518, 158.33270524899064, 113.95248990578733]",0.133081647,"[125.30863392727801, 122.27038968564393, 78.22519194553095]",0.251602743,"[57.55490503097556, 63.114984001633864, 28.612975696099117]",0.264466531,"[90.8716168434587, 94.19087110253936, 51.469495339119256]",0.282307475
E:/Organized Photos/2003/2003-09-07 14-45-41.jpg,"[212.96901250638464, 194.59983522549285, 142.7646558684443]",0.144348891,"[62.567250254035464, 46.94355582948823, 21.205956922256878]",0.147854778,"[167.453618538324, 151.3627639718992, 101.9214029569047]",0.227610417,"[99.53748919710371, 80.35473984947284, 38.87112039670765]",0.232419421,"[131.7734466916372, 112.42854800819336, 64.13863568857829]",0.247766492
E:/Organized Photos/2003/2003-09-07 14-45-52.jpg,"[202.3698221932788, 197.08895269670234, 154.50813056262675]",0.031686783,"[80.34435615761572, 80.02767119775112, 58.34525361876963]",0.099463307,"[158.3348692365834, 154.28947543461922, 110.77016276140102]",0.154181028,"[130.54499935508125, 132.00570050342498, 92.05297550180055]",0.316295698,"[109.72871561622819, 109.60410239628072, 76.74925461145274]",0.398373184
E:/Organized Photos/2003/2003-09-07 14-49-43.jpg,"[63.84219771449602, 64.01849294435698, 35.430537026966675]",0.118545118,"[241.4840612421476, 233.1795658879734, 210.9459692284542]",0.121741821,"[118.36227087522404, 116.6070908701817, 72.41759771505589]",0.217528248,"[207.825827652414, 197.0174761168158, 146.56883176444106]",0.233009117,"[160.31733397043263, 153.6955716708135, 107.3175830803384]",0.309175697
E:/Organized Photos/2003/2003-09-07 14-49-59.jpg,"[246.0623456790123, 242.46604938271605, 241.67962962962963]",0.13613887,"[216.85551113649345, 197.79554540262708, 166.82981153626497]",0.140993076,"[54.37035633055345, 58.088324488248674, 33.799848369977255]",0.214306231,"[150.68975803778588, 143.41133576400395, 105.85449121644015]",0.242320782,"[101.8963825873697, 101.64960147148987, 65.41232372777438]",0.266241042
E:/Organized Photos/2003/2003-09-07 14-52-10.jpg,"[221.85091678420287, 215.3414668547249, 210.66013164080871]",0.080364449,"[172.19506522156163, 156.22700460387495, 139.01661711106857]",0.15667361,"[62.8541492036882, 48.749032476681315, 40.489647054627156]",0.215724032,"[134.1575704482406, 119.47732515695732, 100.70027741276098]",0.258376366,"[104.29441488292295, 87.89998525647042, 69.52173330295264]",0.288861544
E:/Organized Photos/2003/2003-09-07 14-52-23.jpg,"[219.25402143748263, 212.7858186725058, 209.1534383990634]",0.081688229,"[180.6281045312238, 164.7167505426329, 150.0355256333917]",0.086159379,"[67.57673148502427, 49.213893623682345, 37.69276794100248]",0.236280211,"[145.07390500128608, 125.79408371875238, 105.50811267024287]",0.266337646,"[110.78247106833203, 91.21536944468569, 69.61794817727393]",0.329534536
E:/Organized Photos/2003/2003-09-07 15-13-42.jpg,"[116.14905180920641, 86.42105909000274, 64.65663171134531]",0.131242303,"[213.5174464815601, 162.28940140596308, 109.33656121944318]",0.152292607,"[167.39123738326867, 120.75968551008695, 87.2449593951276]",0.222141977,"[45.62922974330303, 33.91629196539, 28.22099950470253]",0.243106268,"[229.47101661909429, 201.2532984768054, 148.1573532157813]",0.251216845
E:/Organized Photos/2003/2003-09-07 15-19-42.jpg,"[61.60213523131673, 65.56797153024911, 61.84839857651246]",0.117268864,"[31.787733012627783, 32.79615153337342, 31.655441972339144]",0.139734128,"[167.01020408163265, 166.18824771287822, 160.5703729767769]",0.221861465,"[95.37289278489548, 105.26500337154417, 87.28354686446393]",0.245618997,"[127.10990621336458, 129.8420281359906, 120.70662368112541]",0.275516546
E:/Organized Photos/2003/2003-09-07 15-22-28.jpg,"[233.678431372549, 239.0326797385621, 233.02614379084966]",0.110705754,"[202.7664453832227, 211.1575135787568, 189.75678937839461]",0.117340929,"[147.48639774859288, 157.21904315196997, 131.82504690431517]",0.147016341,"[90.83173939031677, 92.55797967722653, 62.33502689778839]",0.233524681,"[25.11356021865632, 24.393405043202257, 16.46288132604479]",0.391412294
E:/Organized Photos/2003/2003-09-13 19-20-36.jpg,"[231.52700995976642, 208.710543683271, 194.83184645947648]",0.155649714,"[25.852751557911166, 27.04161900520707, 28.73398647724331]",0.178640099,"[69.8144959180064, 70.77814947757764, 80.99616918452746]",0.186000835,"[111.55286123553493, 113.50948452107653, 126.634495823988]",0.237150419,"[170.71828740115095, 163.04356051627911, 166.08221681139452]",0.242558933
E:/Organized Photos/2003/2003-09-13 19-20-56.jpg,"[163.68619804320412, 167.81739453464195, 175.18987839782284]",0.144720066,"[225.76507841825705, 184.90277583659432, 122.92321649628603]",0.18153356,"[149.9364708158136, 121.55543621017958, 92.47450952444026]",0.220721335,"[96.95278067844612, 75.4600272950033, 54.07247030117556]",0.224923854,"[24.695352233244453, 18.869862530842422, 16.361810765899637]",0.228101185
E:/Organized Photos/2003/2003-10-11 12-58-28.jpg,"[228.05988023952096, 210.5494011976048, 185.24101796407186]",0.058915073,"[145.74223894637817, 121.07243650047039, 99.65757290686737]",0.084840506,"[214.49182941410922, 187.58708648864086, 155.39856516540453]",0.201777973,"[179.61705594785445, 152.45437262357413, 124.87751222161869]",0.293514535,"[197.8779202931745, 170.46426935409986, 139.87998167659185]",0.360951913
E:/Organized Photos/2003/2003-10-11 12-58-38.jpg,"[65.58252656046132, 54.239795191158564, 53.06353130790396]",0.044436661,"[128.69933527917175, 114.27016429091925, 108.17089378732834]",0.124948599,"[195.35021331394438, 184.89255810286386, 174.685045247085]",0.139699258,"[158.43300888543303, 142.86910980560293, 133.1493400842886]",0.319515132,"[177.63546768815237, 162.62462900612698, 150.68243059280837]",0.37140035
E:/Organized Photos/2003/2003-10-11 13-02-42.jpg,"[204.132251797323, 207.32513300597623, 206.93830490134206]",0.050590626,"[164.336995331972, 156.85795696811772, 128.41460918700704]",0.111342461,"[116.97173778508251, 110.44957542001475, 80.02116305494732]",0.161859471,"[75.27526085684599, 61.98910861721518, 35.934775630607206]",0.201100714,"[23.222436621620027, 19.569857647535446, 12.21008909633788]",0.475106729
E:/Organized Photos/2003/2003-10-11 13-03-02.jpg,"[220.22075548939392, 208.49090435429827, 169.35328619278056]",0.080553265,"[164.2975395178569, 153.85643040302358, 109.22477942540961]",0.143389828,"[120.06151689147907, 111.75214076279727, 67.34665995500892]",0.214336452,"[44.51292159042952, 36.78920959252904, 19.35995737860315]",0.266125841,"[82.2468613191132, 74.42852450434444, 39.287900514773334]",0.295594614
E:/Organized Photos/2003/2003-10-11 13-11-29.jpg,"[148.2229102167182, 150.70175438596488, 145.8111455108359]",0.081196945,"[194.00309405940595, 199.36571782178217, 198.51237623762376]",0.128245006,"[67.08604452054794, 63.79109589041096, 52.005136986301366]",0.198669349,"[109.53901273885351, 105.57125796178345, 94.93988853503186]",0.202240586,"[18.030278063851693, 16.213388259526262, 13.246755921730172]",0.389648115
E:/Organized Photos/2003/2003-10-11 13-11-44.jpg,"[64.14199442155643, 52.357685713554616, 34.61833721436068]",0.153177538,"[106.32577889934973, 92.26601475298455, 74.7444918955644]",0.161587483,"[204.28875251999375, 197.36228095438528, 183.66643035955593]",0.178185494,"[143.94308647950947, 130.84146095514683, 109.47650451758633]",0.199032517,"[20.68492183689708, 17.91158200066742, 16.152347460020017]",0.308016969
E:/Organized Photos/2003/2003-10-11 13-17-16.jpg,"[190.68709578072063, 183.54342469972275, 164.98829688943633]",0.114311603,"[113.44046790140658, 105.39924801559674, 84.69043308731372]",0.124133666,"[86.5342615012106, 66.21089588377723, 23.87130750605327]",0.143584586,"[46.354046048202484, 39.13935640231586, 27.383600377002814]",0.264933018,"[20.181762326557767, 17.308637550560647, 13.06548563821616]",0.353037127
E:/Organized Photos/2003/2003-10-11 13-17-30.jpg,"[175.65128444326277, 164.5121295210526, 129.659035130929]",0.107572592,"[228.17513126277524, 222.61043003602364, 212.83881298471348]",0.115028124,"[128.62953421950235, 117.07652391256664, 81.85756559739774]",0.177963357,"[85.86310965315927, 75.44714782498383, 47.205639736266114]",0.27194066,"[40.49717709842366, 35.18868491723113, 27.9083916904771]",0.327495268
E:/Organized Photos/2003/2003-10-11 13-18-16.jpg,"[230.91327282795578, 226.55333654558473, 218.26107687107657]",0.097153084,"[180.3562837038672, 163.7836203382588, 111.52992001283003]",0.103775603,"[135.00275980036272, 115.63895279561146, 57.36753039094733]",0.218562992,"[85.173730820988, 73.63533937295998, 37.41152005022361]",0.247190228,"[38.58318149422235, 34.976218907867526, 28.290011480815902]",0.333318094
E:/Organized Photos/2003/2003-10-11 13-37-14.jpg,"[90.7362831858407, 121.2, 185.27433628318587]",0.045146207,"[194.78983833718252, 205.05889145496536, 231.55427251732104]",0.079290702,"[169.70181564245812, 154.97067039106145, 141.87988826815646]",0.116219913,"[108.56415174765559, 100.31884057971013, 93.32715260017052]",0.374581556,"[62.53137544897528, 52.184027044158036, 42.86266638495668]",0.384761621
E:/Organized Photos/2003/2003-10-11 14-03-27.jpg,"[246.02452316076293, 241.23160762942777, 232.80018165304267]",0.088308681,"[208.14296875000002, 200.675, 156.76640625]",0.10856885,"[153.29111379171695, 144.556895858464, 94.41455568958585]",0.201498752,"[60.25220609165955, 61.123541132934825, 32.44235695986337]",0.293147751,"[103.95341694394675, 101.5313539800358, 56.05298182748911]",0.308475966
E:/Organized Photos/2003/2003-10-11 14-03-56.jpg,"[225.760089989621, 223.96884206047773, 218.86613076858555]",0.14702409,"[164.21213329317027, 161.50544560010798, 147.7268547229659]",0.16017898,"[116.54227297067307, 114.07467621199694, 95.47882407574035]",0.213183665,"[42.80605852551373, 42.158202121402226, 27.53675282449123]",0.222298765,"[80.64567834741536, 79.98431907182365, 52.28185650220874]",0.2573145
E:/Organized Photos/2003/2003-10-11 14-20-53.jpg,"[189.58607604000082, 217.64937110670905, 248.74405117067224]",0.145650716,"[176.6165045611069, 168.36962081395126, 159.3276747417387]",0.172735134,"[57.15005374678891, 56.6071747408312, 62.148049629238315]",0.19098729,"[122.81302848909999, 116.35658542442066, 90.48167332727294]",0.201449159,"[23.946237090477826, 21.33869891782379, 26.23809112022532]",0.289177701
E:/Organized Photos/2003/2003-10-11 14-21-13.jpg,"[232.5547864361772, 232.02091376300194, 225.42812968746162]",0.088569046,"[73.83087758984085, 91.60235463472294, 96.89775675629356]",0.159151985,"[209.16223351319667, 199.4598085297648, 139.29425042487014]",0.248584265,"[138.28470408061378, 149.29409714900825, 128.5798710450674]",0.248980495,"[30.14059364151488, 36.10889407097097, 42.534298466830585]",0.254714208
E:/Organized Photos/2003/2003-10-11 14-21-48.jpg,"[229.79430448791942, 234.83585086435087, 242.93422271691014]",0.100192226,"[200.22013043389575, 190.60566754997777, 185.03692906835153]",0.142444714,"[140.63781584154196, 135.91155376313074, 115.0234538573651]",0.211056317,"[89.00227454903926, 85.98354425935983, 78.42529532569185]",0.22052322,"[34.412191387179256, 34.76813296079389, 46.5925903093337]",0.325783523
E:/Organized Photos/2003/2003-10-11 14-39-58.jpg,"[230.59208423074853, 233.246816206764, 236.28776838044865]",0.072583978,"[40.108674476382795, 50.1774369488842, 102.68186046851002]",0.149361434,"[185.09321439763823, 156.47364816184896, 152.40543029112536]",0.169334375,"[109.86637374457987, 89.89215666664435, 83.29600910325395]",0.246392602,"[32.085592114363344, 24.980589618528104, 37.4865525598851]",0.362327612
E:/Organized Photos/2003/2003-10-11 14-41-06.jpg,"[181.98187808896213, 190.00658978583195, 149.6853377265239]",0.10532307,"[85.79504132231405, 96.72396694214879, 51.16528925619835]",0.136434105,"[184.04819888381533, 217.5705225773719, 244.08599695586]",0.179596579,"[129.59761549925486, 144.05489319423745, 103.33929458519621]",0.180507856,"[30.214560228395733, 22.06621280333809, 27.022949379598106]",0.39813839
E:/Organized Photos/2003/2003-10-11 14-42-22.jpg,"[199.44669075387478, 222.62261315326197, 237.72046829375438]",0.147983669,"[80.87500871991621, 70.67428206022566, 18.158673410068598]",0.173186382,"[206.78797977058755, 207.88016393763368, 134.29597955811744]",0.182239749,"[61.18073321801235, 67.19279281290119, 92.95971206963902]",0.22614199,"[150.95226838242922, 140.56428594120513, 84.97704427256058]",0.27044821
E:/Organized Photos/2003/2003-10-11 14-43-55.jpg,"[237.21946949632076, 240.16156530774788, 233.72167475166233]",0.102532411,"[171.87152926257394, 177.66986645433067, 140.8519840158068]",0.118917068,"[93.35104494231418, 105.75009433864997, 132.69714303388903]",0.136754912,"[46.167723535161954, 39.61828877005347, 44.57218906330856]",0.253100358,"[118.55440085852165, 92.7030275162715, 73.45296592050283]",0.388695251
E:/Organized Photos/2003/2003-10-25 12-33-07.JPG,"[142.56985294117646, 10.338235294117647, 10.378676470588236]",0.044305445,"[113.93848257006152, 115.17156527682845, 111.88721804511279]",0.116693375,"[37.56913580246914, 35.34197530864198, 33.992181069958846]",0.203226253,"[167.94708557255063, 171.01446878875566, 173.24886316659777]",0.23303288,"[150.40795287187038, 151.68796023564067, 151.31977172312224]",0.402742046
E:/Organized Photos/2003/2003-10-25 12-34-47.JPG,"[108.67956101271317, 117.78196240356395, 122.93856351189834]",0.069984719,"[71.11054995549853, 71.6347980874713, 74.67395938981225]",0.074296498,"[40.267279543356736, 25.062618917544228, 26.170921010492993]",0.084541396,"[160.55428474138316, 163.12103837313526, 161.28261816652227]",0.307782951,"[192.5909284809706, 192.75590881823646, 192.8807338532296]",0.463394436
E:/Organized Photos/2003/2003-10-25 12-36-19.JPG,"[56.912617030762355, 42.33905483727149, 38.418412839946505]",0.079798517,"[212.21855493800766, 72.43437366395892, 6.1492945703292]",0.206702694,"[204.93776565883385, 196.00296735905033, 191.61560670462742]",0.21954556,"[243.34639853747723, 136.68190127970752, 60.51151736745888]",0.246733814,"[146.8732404430154, 21.976134333690602, 2.2107181136120047]",0.247219415
E:/Organized Photos/2003/2003-10-25 12-36-56.JPG,"[136.93092621664053, 142.7189952904239, 149.47933019361585]",0.150343744,"[20.7727016356458, 20.78003384094755, 23.535250987027638]",0.152051614,"[52.84050412863972, 52.86353759235115, 55.62494567579314]",0.194676052,"[75.85464480874317, 92.36502732240439, 107.44663023679415]",0.210594738,"[218.6781899943789, 218.0921866216976, 218.95559302979203]",0.292333852
E:/Organized Photos/2003/2003-10-25 12-38-12.JPG,"[137.07475310683742, 139.48093370505106, 133.272456646033]",0.101657812,"[82.21834121264985, 97.43961995685503, 77.42745674025804]",0.104517436,"[48.82655573794956, 41.98455454409793, 27.966721384867927]",0.130877068,"[205.44842938002722, 204.9447055708186, 206.1995134222633]",0.294630902,"[177.29198403589314, 178.33747652337226, 176.09740191986631]",0.368316782
E:/Organized Photos/2003/2003-10-25 17-09-24.jpg,"[179.75223218989964, 163.38926862851199, 162.31671104117459]",0.092178511,"[99.33138328311671, 71.72295037886339, 74.07390426023302]",0.093015915,"[138.90421599156028, 118.74374285270794, 122.70758587045705]",0.103816414,"[136.87856153639171, 48.542961596775825, 2.1590343732155395]",0.147568842,"[30.696483458695784, 19.24401423288151, 15.075135399527639]",0.563420318
E:/Organized Photos/2003/2003-10-25 17-09-56.jpg,"[187.06786542923436, 178.1798143851508, 185.8631090487239]",0.138819234,"[169.37880986937589, 76.00338655055634, 5.383647798742137]",0.162927278,"[131.50954283177984, 109.5348424323125, 109.6404793608522]",0.185834491,"[38.169653524492226, 21.929111907606533, 17.43608124253285]",0.21121078,"[77.6040717921243, 49.52022502009108, 35.75462094829897]",0.301208218
E:/Organized Photos/2003/2003-10-25 17-10-58.jpg,"[205.562880397164, 188.50251410204368, 186.9268404261238]",0.128985806,"[114.9437357553487, 100.28197094941623, 132.0913970813343]",0.150416842,"[55.730493156356744, 29.17958751480549, 27.022422985681434]",0.15070407,"[182.43683072316372, 123.70624064260076, 73.71435395327826]",0.217565959,"[123.37679434345425, 83.18444595086973, 46.18514416440109]",0.352327322
E:/Organized Photos/2003/2003-10-25 17-11-49.jpg,"[138.19837900424542, 124.08413739868779, 113.95522964106523]",0.145243638,"[203.54736479503958, 202.0864622803996, 200.54081984154325]",0.167395844,"[68.59011808576753, 55.02299564947172, 35.38657551274082]",0.187903721,"[106.82544560540872, 84.93300553165334, 61.61616472034419]",0.191964175,"[34.16611539875047, 22.315692760014706, 16.20249908122014]",0.307492623
E:/Organized Photos/2003/2003-10-25 17-12-12.jpg,"[156.95052444092616, 148.01207203641397, 155.40866811794976]",0.110691031,"[210.81978634463542, 207.95386282706303, 217.10791144139964]",0.13989479,"[96.13772057847949, 94.64176728141166, 96.10733713679183]",0.158163993,"[50.40911358722767, 55.01105937136204, 58.22459670713452]",0.262036716,"[24.20759746751083, 23.27150949683437, 29.111562812395857]",0.32921347
E:/Organized Photos/2003/2003-10-25 17-12-56.jpg,"[141.3120893561104, 120.94940867279895, 108.85808147174771]",0.125458997,"[191.11018902720147, 191.7242969110189, 187.2627939142462]",0.17442854,"[14.34242783708976, 10.774614472123373, 9.108738631870306]",0.204694164,"[93.59387246170289, 71.7281795511222, 47.17313858211614]",0.226228003,"[65.18061944188898, 38.162220177859545, 20.738117141980982]",0.269190296
E:/Organized Photos/2003/2003-10-25 17-13-36.jpg,"[169.34549873725436, 13.546493743235297, 21.537246263980425]",0.023338313,"[177.8185337485086, 161.49879422971392, 145.89251958107133]",0.154085716,"[230.21113170468186, 223.24327785487486, 214.33941361100557]",0.187215097,"[40.8222405449119, 24.94398795977725, 17.7858998990318]",0.283449154,"[110.09442634057784, 84.10315959520382, 59.75145301435705]",0.35191172
E:/Organized Photos/2003/2003-10-29 21-34-39.jpg,"[215.19368421052627, 73.49052631578947, 0.6210526315789473]",0.026230741,"[139.9479606188467, 63.810126582278485, 4.465541490857947]",0.043274059,"[99.95175549381159, 40.12604192978025, 0.5306895680727457]",0.226132175,"[65.56671348314607, 26.642790262172284, 4.212546816479401]",0.231932012,"[21.572712146422624, 16.84847476428175, 8.789905712701056]",0.472431014
E:/Organized Photos/2003/2003-10-29 21-35-08.jpg,"[49.511035313001614, 3.0108346709470277, 0.9959871589085069]",0.01299397,"[157.7737399561721, 21.664353542731885, 0.3708911614317014]",0.014299411,"[223.08023184868804, 71.04621720561313, 0.6490237949969491]",0.017359992,"[103.8271869639793, 5.182818753573475, 0.29674099485420286]",0.017782827,"[1.2443364794241207, 1.17391159002017, 1.8489959995988456]",0.9375638
E:/Organized Photos/2003/2003-10-29 21-36-44.jpg,"[182.1708642751817, 84.77628412998402, 6.802110622238956]",0.109397472,"[160.0704964926662, 135.31638334699832, 107.82662111688083]",0.175622396,"[63.25266389134189, 28.438558793434613, 17.838658312658545]",0.223223474,"[117.54836639269675, 37.838970531681504, 6.531872515243343]",0.244442964,"[112.24918794401746, 85.73603179826712, 61.03748427185972]",0.247313694
E:/Organized Photos/2003/2003-10-29 21-37-38.jpg,"[172.0091792656588, 115.08936285097191, 99.39551835853128]",0.105844058,"[234.8613456126888, 166.74315681760046, 118.8613456126887]",0.105902175,"[114.15097906819716, 41.888858879135725, 11.617555705604314]",0.215007253,"[212.21858349577641, 195.4933073424301, 192.55607537361925]",0.229725367,"[242.43724696356273, 114.14748409485252, 6.507890605634966]",0.343521147
E:/Organized Photos/2003/2003-11-02 14-39-16.jpg,"[60.97537677775418, 61.188919549989386, 70.33665888346425]",0.148934725,"[189.22721484446066, 122.36401673640165, 78.40058213571041]",0.168237897,"[80.1270028672626, 25.01467363805026, 9.180806206780234]",0.192784015,"[140.66381322957199, 65.18334630350193, 19.243735408560305]",0.200341316,"[20.365279895447614, 6.286756697887168, 3.2784796340666507]",0.289702047
E:/Organized Photos/2003/2003-11-02 14-39-35.jpg,"[182.8132780082988, 164.02005532503458, 118.60719225449516]",0.110880364,"[143.79266347687403, 121.11270600744285, 77.51993620414673]",0.13514132,"[95.94988946204865, 70.30103168754609, 39.37177597641857]",0.191945836,"[50.56143497757848, 45.60448430493273, 44.43632286995515]",0.196084555,"[26.012894267010513, 19.056536401507636, 14.815512795080341]",0.365947925
E:/Organized Photos/2003/2003-11-02 14-40-49.jpg,"[133.5697598961713, 101.45781959766384, 62.49805321219986]",0.149021255,"[175.10828025477707, 145.77191386108584, 113.70063694267515]",0.157533228,"[66.87316625916871, 69.47768948655258, 80.16595354523227]",0.159926623,"[53.07711171662126, 39.78801089918257, 30.64168937329701]",0.18294697,"[18.08967732923593, 13.033384550914926, 12.07612795083112]",0.350571925
E:/Organized Photos/2003/2003-11-02 14-41-43.jpg,"[55.14435240279805, 66.77021257267471, 88.35291946765996]",0.109347104,"[73.61239223547285, 32.748974230477, 9.909289869938682]",0.163583873,"[139.20850099990614, 105.09110262126093, 101.626072122311]",0.226215088,"[17.064909560294986, 8.419644930180102, 5.560234170287545]",0.231357556,"[124.42185091904658, 72.31312912188449, 15.02213555479537]",0.26949638
E:/Organized Photos/2003/2003-11-02 14-42-50.jpg,"[187.25899280575538, 99.88129496402877, 6.170263788968825]",0.070961604,"[166.572850678733, 119.57285067873303, 84.42805429864251]",0.09212401,"[133.91027732463294, 61.26699293094072, 19.353452963567154]",0.158780293,"[88.7794004611837, 28.508839354342815, 7.334742505764797]",0.20669882,"[23.688219363574802, 8.110358835477319, 4.888456330399458]",0.471435272
