Path,RGB_4,Percent-4,RGB_3,Percent-3,RGB_2,Percent-2,RGB_1,Percent-1
E:/Organized Photos/2021/2021-05-21 15-46-43.jpg,"[136.3992606284658, 144.4112754158965, 158.3502772643253]",0.203549432,"[180.16629514043692, 192.85198395006682, 208.51983950066872]",0.207468476,"[89.03255231622246, 95.08996601681272, 103.45966732248256]",0.264226548,"[46.66009297084095, 42.304690801521346, 45.20664882377799]",0.324755544
E:/Organized Photos/2021/2021-05-21 15-46-52.jpg,"[97.99691447482797, 109.77122253724488, 122.91436679542842]",0.200075405,"[32.92553953560139, 31.999024140370015, 34.182362496233104]",0.233987967,"[125.65738866494956, 165.3592798130676, 227.39141060300395]",0.272386795,"[184.42368642073833, 179.7575223311292, 168.39216682315967]",0.293549832
E:/Organized Photos/2021/2021-05-21 15-46-56.jpg,"[98.13917413684241, 109.6293059008682, 122.79096583867454]",0.202597802,"[33.306258222382965, 32.191285086683074, 34.495197369704435]",0.237218735,"[127.23534552528938, 166.43481470785966, 227.50218292492934]",0.270615663,"[184.86536942438434, 180.301159086912, 169.16651503848908]",0.2895678
E:/Organized Photos/2021/2021-05-21 15-47-07.jpg,"[169.51098343975346, 184.88919587689827, 200.72304602362496]",0.121170271,"[150.73604399897894, 135.3898590246559, 130.07153342582959]",0.191334322,"[92.08627668318681, 96.54920526138267, 98.97903842466974]",0.320326525,"[38.723915606581166, 38.536019180358174, 36.1276819648293]",0.367168882
E:/Organized Photos/2021/2021-05-21 15-47-11.jpg,"[163.66400456360523, 176.53565316600108, 194.78836280661722]",0.146826709,"[131.4931202840657, 127.6005326231691, 126.38925876608965]",0.189691709,"[42.6, 37.365661861074706, 33.62988204456094]",0.297853613,"[84.91179762704276, 89.64114618312067, 93.17259905977167]",0.365627969
E:/Organized Photos/2021/2021-05-21 15-47-18.jpg,"[134.95736963587578, 141.6194356776113, 146.04217108672145]",0.154457544,"[84.90820878002965, 93.03623131700435, 100.32319059641425]",0.223171063,"[37.58230015417197, 36.61153978734122, 37.921967036755206]",0.245866894,"[202.1097257466331, 208.97298213937182, 214.2803703884447]",0.376504498
E:/Organized Photos/2021/2021-05-21 16-05-54.jpg,"[198.27862873814735, 177.64624361779724, 171.7571115973742]",0.113307157,"[108.51107078039927, 95.27186932849364, 91.25880217785843]",0.225300465,"[103.45105985037405, 143.60754364089775, 205.65804239401496]",0.261535527,"[22.960637868389178, 23.183084376261604, 27.54420670165522]",0.399856851
E:/Organized Photos/2021/2021-05-21 16-05-59.jpg,"[203.834109972041, 189.06989748369057, 185.05778191985095]",0.057343229,"[111.49310344827592, 98.91111111111113, 98.30842911877394]",0.136240043,"[21.933783024170875, 21.93400786958965, 27.560652051714445]",0.23605254,"[95.43792481620197, 138.96911268321995, 201.8045036297221]",0.570364188
E:/Organized Photos/2021/2021-05-21 16-06-09.jpg,"[205.74575894790726, 186.02804268220623, 180.48446666929053]",0.108726461,"[126.45421668519106, 114.55623604669967, 113.16483661423864]",0.179338576,"[35.42146382340022, 34.22476679572739, 41.53910164402612]",0.31009032,"[98.62756282120212, 140.19875414429646, 202.9606297174669]",0.401844643
E:/Organized Photos/2021/2021-05-21 16-06-13.jpg,"[204.5261686582118, 185.77627984263208, 178.98396378564615]",0.136564813,"[128.06126978808976, 119.73600499508855, 114.43573468160155]",0.215093804,"[104.8757871759367, 145.8090586638623, 208.77248915508144]",0.237543853,"[37.087584330403715, 35.72530251225832, 41.98602878105422]",0.41079753
E:/Organized Photos/2021/2021-05-21 16-22-45.jpg,"[83.676359885878, 85.43115849819834, 69.59773363515814]",0.168474132,"[103.48290083766697, 152.73471322079092, 221.57609447447294]",0.1781333,"[28.232864915645685, 35.691909030414536, 18.64243942537286]",0.291195076,"[191.93935716341187, 162.9028676167004, 136.32741126277725]",0.362197493
E:/Organized Photos/2021/2021-05-21 16-22-49.jpg,"[167.51297192547898, 209.9715627420291, 247.72345403863278]",0.169562482,"[204.0503667211467, 190.57706960431338, 160.63006531766058]",0.192879254,"[121.47544809849651, 126.86921322336421, 122.64617092769485]",0.304759264,"[50.89076048687254, 63.44506756530182, 45.145126244844704]",0.332799
E:/Organized Photos/2021/2021-05-21 16-22-53.jpg,"[208.3107577439962, 186.19257026313636, 146.24556109471067]",0.174046779,"[97.9969708808382, 119.30747989758041, 113.15438052999956]",0.197992531,"[218.26970092066782, 238.9983586282986, 247.35599211285265]",0.253751486,"[41.88889947004518, 55.846319876519516, 57.522725503911666]",0.374209203
E:/Organized Photos/2021/2021-05-21 16-22-57.jpg,"[75.43044822256566, 82.39180834621328, 58.139876352395675]",0.228170338,"[182.9405744470122, 214.02377022119512, 229.47705513370747]",0.241011967,"[128.7901465544122, 122.04053632678513, 123.30059245400686]",0.248979149,"[20.41945727482679, 24.05311778290993, 30.85912240184757]",0.281838546
E:/Organized Photos/2021/2021-05-21 16-23-00.jpg,"[186.89232551832214, 173.43040257411144, 140.00861208418127]",0.124760186,"[165.96321449412685, 209.61647959174883, 247.94325375162364]",0.205468192,"[24.79227637392698, 28.400039512501234, 31.06630838439273]",0.327052315,"[90.352626846197, 90.53149890567315, 92.87539878676634]",0.342719307
E:/Organized Photos/2021/2021-05-21 16-23-20.jpg,"[211.3394783044896, 190.83393528969165, 172.90770002508154]",0.201632435,"[127.7958013933223, 166.46196323306683, 218.39900743260569]",0.225162923,"[61.3128213330896, 48.91632200717501, 55.260448323926624]",0.234573116,"[143.8436443860308, 120.84805670296652, 112.46044561271742]",0.338631526
E:/Organized Photos/2021/2021-05-21 16-23-27.jpg,"[125.48894199793214, 165.6615777650486, 221.8995697360693]",0.204726698,"[209.91247900880506, 186.16447317222975, 173.79847225066504]",0.225473426,"[60.22390838514794, 45.75230573379497, 54.95031756563193]",0.241692148,"[141.75631442361833, 115.68349463771922, 111.37108221368088]",0.328107729
E:/Organized Photos/2021/2021-05-21 16-23-44.jpg,"[158.48934249913526, 196.31676419119876, 223.7035429734701]",0.108593,"[82.35901958622743, 86.30027111225486, 63.54665049792413]",0.265254057,"[198.98105949073744, 172.5336024184739, 141.06513549052528]",0.29914206,"[22.477087501050693, 31.77803816088085, 13.491347398503862]",0.327010883
E:/Organized Photos/2021/2021-05-21 16-24-15.jpg,"[217.22458954161516, 223.5860301793678, 194.1702097371167]",0.076222889,"[138.6649460056574, 155.60651235778735, 104.8547417976089]",0.175559725,"[36.33150354666455, 45.509036024547676, 40.484587949310594]",0.366603711,"[79.95717879312497, 99.36621361823407, 53.276573155684765]",0.381613675
E:/Organized Photos/2021/2021-05-21 16-24-21.jpg,"[131.17464121762868, 186.4232070859716, 236.89060879540534]",0.133010945,"[224.20445935121583, 202.07072917866628, 171.58607919460624]",0.160140513,"[45.33272765013386, 50.6801399233252, 32.509442609600065]",0.301208039,"[94.82497010395188, 96.64845552444861, 94.81675560427783]",0.405640503
E:/Organized Photos/2021/2021-05-21 16-24-57.jpg,"[212.27335297861146, 144.6561730444642, 131.51695212270423]",0.156122875,"[167.43969628411915, 106.3948286104919, 89.03084970458518]",0.181948184,"[64.10135348032802, 70.04209757941945, 38.49089044021349]",0.208133297,"[20.746853878704233, 20.5239077677767, 22.540193238593222]",0.453795643
E:/Organized Photos/2021/2021-05-21 16-29-37.jpg,"[222.59391938725122, 225.33052174390122, 219.41804835967017]",0.075437571,"[156.63890877866493, 143.8665969652795, 100.22559999771805]",0.131620758,"[75.01542080229979, 86.03700674445986, 43.8164405768729]",0.306746285,"[33.70308620925255, 37.83798605338949, 23.35876482722948]",0.486195386
E:/Organized Photos/2021/2021-06-13 10-58-13.jpg,"[99.42125101647537, 86.40616262490144, 65.47925276536965]",0.221461851,"[52.304336164386136, 50.529060870987855, 25.644148330537185]",0.230918342,"[202.17450597520286, 211.74447279187018, 229.0443096610013]",0.238376281,"[148.7270485130026, 134.1419502179014, 111.85066068834543]",0.309243526
E:/Organized Photos/2021/2021-06-21 18-37-16.JPG,"[35.63561643835616, 40.42100456621004, 20.976255707762554]",0.180401778,"[187.42028428736074, 183.42182097579715, 175.77449097195543]",0.219515259,"[129.53963051251486, 134.63974970202622, 99.94368295589989]",0.263312593,"[81.32906499154386, 89.41386808407825, 56.87074172505437]",0.33677037
E:/Organized Photos/2021/2021-07-16 07-12-21.jpeg,"[124.4452193475815, 125.44724409448813, 126.72418447694038]",0.115068359,"[35.667900255529155, 40.23279584104327, 39.54762534143976]",0.144671224,"[81.14971084141075, 84.74989818359535, 86.91158263419399]",0.312565104,"[183.18016408828078, 200.53265114589325, 221.74118252550642]",0.427695313
E:/Organized Photos/2021/2021-07-23 10-39-24.jpeg,"[60.36536063877766, 52.29341857442237, 44.51213624426347]",0.191979167,"[195.5867620394906, 212.7978640738009, 231.9407439877262]",0.257786458,"[120.42744906398018, 148.20821742726108, 185.22099842117134]",0.270120443,"[149.46959298271372, 134.71925349579777, 115.55251954343598]",0.280113932
E:/Organized Photos/2021/2021-07-23 12-32-57.jpg,"[192.82810158754222, 188.2070633309942, 175.7598581264344]",0.14855265,"[252.12422836221245, 251.8834347992678, 251.66084124483808]",0.264496052,"[48.065765710298415, 48.01394532693014, 42.96038049501291]",0.276487915,"[119.3244738843233, 110.39131828967736, 89.53677083619628]",0.310463383
E:/Organized Photos/2021/2021-07-25 13-40-01.jpeg,"[185.38433168989476, 190.9385845723824, 182.72040840094738]",0.21264974,"[21.909712722298227, 30.1196113508015, 21.97948016415869]",0.239371745,"[92.59131810193317, 96.16428822495598, 63.284147627416516]",0.239661458,"[148.93850094365052, 158.88487462928018, 93.35160420598545]",0.308317057
E:/Organized Photos/2021/2021-07-25 13-40-58.jpeg,"[188.03510171519744, 193.2931790985241, 194.31910650179495]",0.20625651,"[98.2310366624526, 96.18836915297094, 66.65486725663719]",0.253138021,"[150.79533437013998, 152.45194401244166, 108.82332814930015]",0.261695964,"[21.9973544973545, 30.817460317460316, 23.898295120517346]",0.278909505
E:/Organized Photos/2021/2021-07-25 13-42-03.jpeg,"[181.99026518966096, 190.42598187311182, 191.9237999328634]",0.233763021,"[101.76502557544758, 110.62947570332481, 62.60741687979542]",0.254410807,"[24.549344159900063, 33.45190505933792, 24.131792629606494]",0.255481771,"[156.43135280295402, 166.72406847935554, 104.25041960389392]",0.256344401
E:/Organized Photos/2021/2021-07-25 14-51-18.jpg,"[193.2997786911161, 205.311413215302, 222.41062282643065]",0.205035807,"[168.98340901152633, 149.7259867272092, 150.9850972173711]",0.218870443,"[25.265801696284306, 30.64837439418416, 44.80371567043617]",0.250992839,"[79.74691903098247, 89.96352746957423, 112.40400046070562]",0.325100911
E:/Organized Photos/2021/2021-07-26 08-13-51.jpeg,"[28.63944896543384, 27.72105201512422, 28.730647368510652]",0.144972055,"[100.54741191664704, 75.35769108911875, 60.10822498258661]",0.240082468,"[159.06892696470405, 125.25011505647649, 93.26770271730933]",0.240752846,"[211.75878794299672, 193.6132771625218, 153.03576300821544]",0.374192631
E:/Organized Photos/2021/2021-07-30 10-34-08.jpg,"[223.67302792488746, 212.92433813182208, 210.75555415130557]",0.203951804,"[164.08891547344436, 164.57657790987727, 162.08838926367616]",0.205328292,"[78.04609349598044, 43.44433925508158, 24.43523379601075]",0.241223402,"[132.79444114773696, 85.8391985567416, 52.56848988345569]",0.349496502
E:/Organized Photos/2021/2021-07-30 10-38-48.jpg,"[135.9872576780658, 114.86495316924417, 86.41722936179487]",0.172522499,"[191.08873986275734, 175.91890205864001, 152.53415470991882]",0.242013509,"[214.8951700376444, 207.19677151789702, 194.40151853506026]",0.283793175,"[94.6268305912132, 58.560477309708936, 32.271017899114085]",0.301670817
E:/Organized Photos/2021/2021-08-08 10-50-05.jpg,"[210.64134656883903, 207.77988778593004, 197.52050064738884]",0.152837757,"[133.0323912353128, 126.1873610670054, 91.20704985709749]",0.222085687,"[54.75165363800361, 54.444377630787734, 27.883343355381836]",0.236204117,"[121.73088023088023, 160.4570707070707, 200.5923520923521]",0.388872439
E:/Organized Photos/2021/2021-08-18 12-27-23.jpg,"[218.4840239265593, 223.75941497147605, 229.52144819888176]",0.105020287,"[125.13146899500695, 114.66805667994164, 102.9235483643119]",0.232769704,"[174.23477910967534, 166.092795232994, 154.58471698577628]",0.292013184,"[52.356138953382946, 48.24241176140884, 48.57267062178471]",0.370196825
E:/Organized Photos/2021/2021-08-19 10-08-02.jpg,"[152.7100977198697, 148.37893593919654, 135.42888165038005]",0.074466513,"[212.60152582159625, 221.18075117370893, 211.98767605633805]",0.137097607,"[83.26372980910426, 63.561820851688694, 52.94126284875184]",0.282591437,"[54.41323106423778, 29.14365612016618, 18.354745925215727]",0.505844443
E:/Organized Photos/2021/2021-08-19 10-08-50.jpg,"[217.19025105747306, 218.87043424824105, 214.90955740859533]",0.144702077,"[40.873716501785005, 26.924148855652025, 18.719931144883784]",0.193315593,"[151.982388886071, 140.5892288430375, 129.17410095757268]",0.240924644,"[101.67761380233675, 75.60889879503395, 57.99530793573501]",0.421057686
E:/Organized Photos/2021/2021-08-19 10-20-56.jpg,"[233.1207249267969, 225.64060586873484, 215.0051849506741]",0.115470876,"[175.94911684582652, 160.83856423538947, 141.48779565197884]",0.133632344,"[119.66274937558259, 98.44196488507026, 79.502058658138]",0.337302853,"[82.2728815280223, 54.1182840553373, 33.178064365133736]",0.413593927
E:/Organized Photos/2021/2021-08-19 10-21-13.jpg,"[235.92006033182506, 241.1161387631976, 239.45098039215688]",0.05597288,"[176.98710317460313, 171.16269841269838, 164.28273809523807]",0.083893773,"[99.80093494351384, 88.38527463965718, 76.66497857421113]",0.221302159,"[48.16422360248447, 32.99366459627329, 22.243726708074533]",0.638831187
E:/Organized Photos/2021/2021-08-21 12-48-47.jpg,"[27.887195121951216, 35.2404181184669, 17.808362369337978]",0.195199892,"[92.6186745021221, 90.74404178909566, 57.64838393731635]",0.23951526,"[137.72989045383406, 128.87762128325505, 108.38028169014082]",0.257424565,"[170.80905195500804, 182.14006427423675, 196.6869309051955]",0.307860282
E:/Organized Photos/2021/2021-08-21 12-48-50.jpg,"[87.09757893014888, 93.66832978897432, 52.394732537215766]",0.22779446,"[26.310852713178296, 35.4479069767442, 17.663720930232557]",0.239053101,"[138.74561274148357, 136.17172983335792, 99.3004719067984]",0.245325918,"[173.01328285420945, 186.30210472279262, 201.6023485626284]",0.287826521
E:/Organized Photos/2021/2021-08-21 12-48-52.jpg,"[181.43674394437403, 190.56240420793216, 202.04046439733588]",0.227451716,"[30.805978092771102, 38.566490711296204, 19.33275983723018]",0.248203443,"[91.44108588506899, 95.23804352138676, 52.490445535495674]",0.251846504,"[145.27966549233628, 139.41011382009657, 100.62906404395359]",0.272498337
E:/Organized Photos/2021/2021-08-21 13-03-44.jpg,"[7.944159310203251, 52.926503797988104, 165.41321083966318]",0.104021991,"[183.0990083070384, 148.41905467190426, 145.16871659475825]",0.164370059,"[26.50054000981834, 33.34066437571591, 25.257486499754528]",0.327279909,"[100.05541325587544, 100.52140216530239, 55.593147610245616]",0.404328041
E:/Organized Photos/2021/2021-08-21 15-37-59.jpg,"[35.699322033898326, 34.92305084745763, 37.81966101694917]",0.113067435,"[101.08273690237614, 85.8740337818494, 87.1210993415402]",0.135737431,"[181.13098747236555, 172.13559322033902, 169.67041267501844]",0.207832381,"[120.4290188651759, 141.36783451088934, 128.6093670332872]",0.543362754
E:/Organized Photos/2021/2021-08-21 15-39-05 (1).jpg,"[225.0804852320675, 229.51925105485228, 237.21793248945153]",0.178596689,"[121.9060827705466, 124.76311546280928, 106.39576566260837]",0.203219892,"[31.087054859692064, 35.20808310845593, 30.186869238328452]",0.302723877,"[78.37579304798486, 85.95378726953207, 62.547374378220596]",0.315459541
E:/Organized Photos/2021/2021-08-21 15-39-05 (2).jpg,"[233.38733568239783, 237.30186577325185, 242.91408860978868]",0.155641607,"[126.69483551272349, 129.7881170916452, 111.64393572128107]",0.200902945,"[33.385674306180064, 38.18978864191179, 32.1596749325453]",0.316926476,"[82.96487553841862, 91.5731032965919, 65.52927460181836]",0.326528972
E:/Organized Photos/2021/2021-08-21 15-39-05.jpg,"[226.894108632336, 231.26232673569257, 238.00841923481576]",0.17344749,"[123.94833615642106, 126.97070479391448, 110.04052087084477]",0.190218251,"[32.90732439621778, 37.04087387078933, 31.86946034923224]",0.310151723,"[81.38752560412586, 89.00769472369713, 64.75049191683462]",0.326182537
E:/Organized Photos/2021/2021-08-21 15-39-07.jpg,"[242.4226804123711, 244.62280169799877, 247.25469981807157]",0.134409512,"[123.623347185493, 127.94937665281451, 110.31922931620703]",0.213327523,"[31.795668789808914, 37.216305732484074, 30.591592356687887]",0.317054175,"[79.11728546840423, 88.50897467420702, 63.13572657978853]",0.335208789
E:/Organized Photos/2021/2021-08-21 15-42-08.jpg,"[42.89853660826395, 45.503984133876216, 39.28956849307031]",0.056773737,"[161.75996060462114, 165.22898214634927, 179.13312005811528]",0.191897771,"[127.03703504215208, 146.08322261720932, 105.29712417361883]",0.336629714,"[97.16630821969217, 122.06177741800022, 72.22169745798016]",0.414698779
